colour	shape	x	y	showSelected1	showSelected2	fill
#70AD47	2	0.494042537885743	2.34303882517041	1	second class	#70AD47
#70AD47	2	0.45747996900835	2.20786780598317	1	second class	#70AD47
#70AD47	2	1.38418535782634	2.68217608051942	1	second class	#70AD47
#70AD47	2	-0.384426847384491	2.86929062242358	1	second class	#70AD47
#70AD47	2	0.899809258786438	1.71266630705141	1	second class	#70AD47
#70AD47	2	1.71670747601721	1.91017422949523	1	second class	#70AD47
#70AD47	2	-0.914359425680012	2.17658331201856	1	second class	#70AD47
#70AD47	2	0.0890783514475545	1.15802877240408	1	second class	#70AD47
#70AD47	2	0.379633322775876	1.04211587314424	1	second class	#70AD47
#70AD47	2	1.37001880991629	1.26709879077223	1	second class	#70AD47
#4472C4	1	0.433023701701037	0.98039989850586	1	first class	#4472C4
#70AD47	2	1.59394618762842	1.33295037121352	1	second class	#70AD47
#70AD47	2	0.347905219319001	0.943103222152607	1	second class	#70AD47
#70AD47	2	0.926435595873674	0.962365828532952	1	second class	#70AD47
#70AD47	2	0.431331267181498	0.864821384876168	1	second class	#70AD47
#70AD47	2	0.785420591453131	0.820443469956613	1	second class	#70AD47
#70AD47	2	2.16040261569495	1.700213649515	1	second class	#70AD47
#70AD47	2	1.45018710127266	0.981440167285362	1	second class	#70AD47
#70AD47	2	0.680007131451493	0.720886697023441	1	second class	#70AD47
#70AD47	2	0.318339521244343	0.675729727753681	1	second class	#70AD47
#4472C4	1	-0.846746661788102	1.17261167036215	1	first class	#4472C4
#70AD47	2	0.792619256398035	0.607192070558016	1	second class	#70AD47
#70AD47	2	1.49418833126783	0.822669517730394	1	second class	#70AD47
#70AD47	2	0.364263546051023	0.538355269639434	1	second class	#70AD47
#70AD47	2	0.699023873163389	0.471720095554994	1	second class	#70AD47
#70AD47	2	-0.224612614898356	0.526599363560688	1	second class	#70AD47
#70AD47	2	1.06016044043452	0.411105513740336	1	second class	#70AD47
#70AD47	2	2.58683345454085	1.5584864255653	1	second class	#70AD47
#70AD47	2	-0.276592208458037	0.426734585763114	1	second class	#70AD47
#70AD47	2	-0.664972436212003	0.536469598527614	1	second class	#70AD47
#70AD47	2	-0.115920105042845	0.249180998806552	1	second class	#70AD47
#70AD47	2	2.06309983727636	0.695816076365699	1	second class	#70AD47
#70AD47	2	0.681931625456156	0.0706378525462976	1	second class	#70AD47
#70AD47	2	2.00002880371391	0.378733305203177	1	second class	#70AD47
#70AD47	2	-0.487460310141485	-0.0751922966156808	1	second class	#70AD47
#4472C4	1	0.100025371983883	-0.236824251542456	1	first class	#4472C4
#4472C4	1	-0.0810226283917818	-0.217863699268933	1	first class	#4472C4
#70AD47	2	2.43228223854166	0.349303646689633	1	second class	#70AD47
#70AD47	2	3.08716654562835	1.01739561969325	1	second class	#70AD47
#4472C4	1	-0.512570947571515	-0.261675294870783	1	first class	#4472C4
#4472C4	1	-0.63541803786317	-0.231467075484584	1	first class	#4472C4
#4472C4	1	-1.01619026309895	-0.0561637893147008	1	first class	#4472C4
#4472C4	1	-1.83562861241005	0.595280802137792	1	first class	#4472C4
#4472C4	1	-0.178778804901911	-0.406098678782491	1	first class	#4472C4
#4472C4	1	-0.303036624595263	-0.443336801326343	1	first class	#4472C4
#4472C4	1	-1.11234621215023	-0.118892273545785	1	first class	#4472C4
#4472C4	1	0.511781168450848	-0.610156763588569	1	first class	#4472C4
#70AD47	2	1.30655786078977	-0.536449823537586	1	second class	#70AD47
#70AD47	2	1.53149619263257	-0.518394081786787	1	second class	#70AD47
#70AD47	2	-0.286300530434326	-0.640605534418578	1	second class	#70AD47
#70AD47	2	2.1780869965732	-0.523566800429762	1	second class	#70AD47
#4472C4	1	-0.310260637549223	-0.971997841219334	1	first class	#4472C4
#4472C4	1	0.124930918143108	-1.04493360901523	1	first class	#4472C4
#4472C4	1	0.358679551529044	-1.102787727343	1	first class	#4472C4
#4472C4	1	-1.47815005510862	-0.582058439800298	1	first class	#4472C4
#4472C4	1	1.40161776050478	-1.03924000273317	1	first class	#4472C4
#4472C4	1	-0.38017425210529	-1.056128739529	1	first class	#4472C4
#4472C4	1	-0.612328388440631	-1.05380504058291	1	first class	#4472C4
