x	y	label	showSelected1
0.141103958368654	3.66929062242358	Test Point 1/5 | k = 1 | Predicted: second class	1
0.141103958368654	3.66929062242358	Test Point 1/5 | k = 2 | Predicted: second class	2
0.141103958368654	3.66929062242358	Test Point 1/5 | k = 3 | Predicted: second class	3
0.141103958368654	3.66929062242358	Test Point 1/5 | k = 4 | Predicted: second class	4
0.141103958368654	3.66929062242358	Test Point 1/5 | k = 5 | Predicted: second class	5
0.141103958368654	3.66929062242358	Test Point 1/5 | k = 6 | Predicted: second class	6
0.141103958368654	3.66929062242358	Test Point 1/5 | k = 7 | Predicted: second class	7
0.141103958368654	3.66929062242358	Test Point 1/5 | k = 8 | Predicted: second class	8
0.141103958368654	3.66929062242358	Test Point 1/5 | k = 9 | Predicted: second class	9
0.141103958368654	3.66929062242358	Test Point 1/5 | k = 10 | Predicted: second class	10
0.141103958368654	3.66929062242358	Test Point 1/5 | k = 15 | Predicted: second class	11
0.141103958368654	3.66929062242358	Test Point 1/5 | k = 20 | Predicted: second class	12
0.141103958368654	3.66929062242358	Test Point 1/5 | k = 25 | Predicted: second class	13
0.141103958368654	3.66929062242358	Test Point 1/5 | k = 30 | Predicted: second class	14
0.141103958368654	3.66929062242358	Test Point 2/5 | k = 1 | Predicted: first class	15
0.141103958368654	3.66929062242358	Test Point 2/5 | k = 2 | Predicted: first class	16
0.141103958368654	3.66929062242358	Test Point 2/5 | k = 3 | Predicted: first class	17
0.141103958368654	3.66929062242358	Test Point 2/5 | k = 4 | Predicted: first class	18
0.141103958368654	3.66929062242358	Test Point 2/5 | k = 5 | Predicted: first class	19
0.141103958368654	3.66929062242358	Test Point 2/5 | k = 6 | Predicted: first class	20
0.141103958368654	3.66929062242358	Test Point 2/5 | k = 7 | Predicted: first class	21
0.141103958368654	3.66929062242358	Test Point 2/5 | k = 8 | Predicted: first class	22
0.141103958368654	3.66929062242358	Test Point 2/5 | k = 9 | Predicted: first class	23
0.141103958368654	3.66929062242358	Test Point 2/5 | k = 10 | Predicted: first class	24
0.141103958368654	3.66929062242358	Test Point 2/5 | k = 15 | Predicted: first class	25
0.141103958368654	3.66929062242358	Test Point 2/5 | k = 20 | Predicted: first class	26
0.141103958368654	3.66929062242358	Test Point 2/5 | k = 25 | Predicted: first class	27
0.141103958368654	3.66929062242358	Test Point 2/5 | k = 30 | Predicted: first class	28
0.141103958368654	3.66929062242358	Test Point 3/5 | k = 1 | Predicted: first class	29
0.141103958368654	3.66929062242358	Test Point 3/5 | k = 2 | Predicted: first class	30
0.141103958368654	3.66929062242358	Test Point 3/5 | k = 3 | Predicted: first class	31
0.141103958368654	3.66929062242358	Test Point 3/5 | k = 4 | Predicted: first class	32
0.141103958368654	3.66929062242358	Test Point 3/5 | k = 5 | Predicted: first class	33
